long,str,long,long,long,long,long,long,long,long,long,long,float,float,float,float,float,float,long,
6539,"World\Generic\PassiveDoodads\LunarNewYear\LunarNewYearLantern_Horde_Hanging.mdx",0,0,0,0,0,0,0,0,0,0,-0.79549497366,-1.25424599648,-2.36366295815,0.795803010464,1.25541996956,0.104278996587,0,
6540,"World\Generic\PassiveDoodads\LunarNewYear\LunarNewYearLantern_Horde_Standing.mdx",0,0,0,0,0,0,0,0,0,0,-0.712462007999,-1.61384403706,-0.0968540012836,0.713254988194,0.984539985657,6.33334493637,0,
6541,"World\Generic\PassiveDoodads\Christmas\LunarNewYear_Lights.mdx",0,0,0,0,0,0,0,0,0,0,-0.160302996635,-2.01212692261,-1.02461504936,0.263612002134,1.9066439867,0.898375988007,0,
6542,"World\Generic\PassiveDoodads\Christmas\LunarNewYear_LightsX3.mdx",0,0,0,0,0,0,0,0,0,0,-0.210712999105,-5.71967887878,-1.31221497059,0.213202998042,5.72709512711,0.898375988007,0,
6543,"World\Goober\G_FireworkLauncher01.mdx",0,0,0,0,0,0,8664,0,0,0,-0.385969012976,-0.496466010809,-0.0245140008628,0.38505500555,0.495041012764,0.987205028534,0,
6544,"World\Goober\G_FireworkLauncher02.mdx",0,0,0,0,0,0,8666,0,0,8665,-0.385717988014,-0.493732988834,-0.0154470000416,0.390397012234,0.497774004936,1.01824295521,0,
6545,"World\Generic\PassiveDoodads\LunarNewYear\LunarNewYearBanner_Alliance_Hanging.mdx",0,0,0,0,0,0,0,0,0,0,-0.0497380010784,-1.20941901207,0.238601997495,0.395381987095,1.1930129528,6.61783790588,0,
6546,"World\Generic\PassiveDoodads\LunarNewYear\LunarNewYearBanner_Alliance_Hanging02.mdx",0,0,0,0,0,0,0,0,0,0,-0.115033000708,-1.21269094944,0.602033019066,0.345364004374,1.18974101543,6.98126792908,0,
6547,"World\Generic\PassiveDoodads\LunarNewYear\LunarNewYearBanner_Horde_Hanging.mdx",0,0,0,0,0,0,0,0,0,0,-0.0591330006719,-1.19215595722,0.451896995306,0.483496010303,1.21027696133,6.83113288879,0,
6548,"World\Generic\PassiveDoodads\LunarNewYear\LunarNewYearBanner_Horde_Hanging02.mdx",0,0,0,0,0,0,0,0,0,0,-0.115033000708,-1.1935659647,0.286071002483,0.394208014011,1.20886695385,6.66530704498,0,
6549,"World\Generic\PassiveDoodads\LunarNewYear\LunarNewYearBanner_Alliance_Standing.mdx",0,0,0,0,0,0,0,0,0,0,-0.317474007607,-0.242816999555,-0.104231998324,0.279484987259,1.41151595116,7.0739979744,0,
6550,"World\Generic\PassiveDoodads\LunarNewYear\LunarNewYearBanner_Horde_Standing.mdx",0,0,0,0,0,0,0,0,0,0,-0.292425006628,-0.310515999794,-0.24189299345,0.156079992652,1.81935298443,6.87333393097,0,
6551,"World\Generic\PassiveDoodads\AhnQiraj\Metals_Level02.mdx",0,0,0,0,0,0,0,0,0,0,-14.1903600693,-14.1788377762,-0.0793349966407,22.7153816223,1.2489579916,3.71087789536,0,
6552,"World\Generic\PassiveDoodads\AhnQiraj\Metals_Level03.mdx",0,0,0,0,0,0,0,0,0,0,-12.2149715424,-12.9272403717,-0.0740879997611,22.6836452484,1.92453503609,3.84519791603,0,
6553,"World\Generic\PassiveDoodads\AhnQiraj\Metals_Level04.mdx",0,0,0,0,0,0,0,0,0,0,-16.4144916534,-14.4684715271,-0.138058006763,22.8416671753,2.36226511002,5.22606611252,0,
6554,"World\Generic\PassiveDoodads\AhnQiraj\Metals_Level05.mdx",0,0,0,0,0,0,0,0,0,0,-13.1971998215,-6.5125079155,-0.141198992729,22.7441654205,2.65828895569,4.54080104828,0,
6555,"World\Generic\PassiveDoodads\AhnQiraj\Metals_Level06.mdx",0,0,0,0,0,0,0,0,0,0,-6.02362012863,-3.72091507912,-0.0364090017974,19.91015625,8.32589912415,9.39001083374,0,
6556,"World\Kalimdor\Darkshore\PassiveDoodads\Dock\DarkshoreDock.mdx",0,0,0,0,0,0,0,0,0,0,-13.3101243973,-8.04662227631,-8.03967666626,7.9350938797,7.64439105988,14.9450721741,0,
6557,"World\Kalimdor\Darkshore\PassiveDoodads\Docks\DarkshoreDock01.mdx",0,0,0,0,0,0,0,0,0,0,-8.18674182892,-8.04662227631,-8.03967761993,13.8986358643,7.64439105988,13.5908145905,0,
6558,"World\Generic\Human\Passive Doodads\Books\BookMedium03.mdx",0,0,0,0,0,0,0,0,0,0,-0.111233003438,-0.222141996026,-0.000460999988718,0.100996002555,0.225541993976,0.603380978107,0,
6559,"World\Kalimdor\Silithus\ActiveDoodads\SandWorm\SandWorm_RockBase.mdx",0,0,0,0,0,0,0,0,0,0,-1.14625895023,-1.30138504505,-0.214904993773,1.13723194599,1.16327297688,0.76440602541,0,
6560,"World\Generic\PassiveDoodads\AhnQiraj\Food_Level02.mdx",0,0,0,0,0,0,0,0,0,0,-16.0085830688,-7.28990793228,-0.140551000834,6.00232076645,3.4676630497,3.10435009003,0,
6561,"World\Generic\PassiveDoodads\AhnQiraj\Herbs_Level02.mdx",0,0,0,0,0,0,0,0,0,0,-2.53149700165,1.28528094292,-0.0539829991758,15.1069364548,7.38828516006,1.46973395348,0,
6562,"World\Generic\PassiveDoodads\AhnQiraj\Herbs_Level03.mdx",0,0,0,0,0,0,0,0,0,0,-2.55233001709,1.26740396023,-0.0404389984906,15.0861291885,8.37846946716,13.5339641571,0,
6563,"World\Generic\PassiveDoodads\AhnQiraj\Herbs_level04.mdx",0,0,0,0,0,0,0,0,0,0,-2.24882507324,0.344224005938,-0.0454410016537,15.0684156418,9.24686717987,5.30214500427,0,
6564,"World\Generic\PassiveDoodads\AhnQiraj\Herbs_level05.mdx",0,0,0,0,0,0,0,0,0,0,-2.56304597855,1.27292394638,-0.0548200011253,18.5052471161,10.4773836136,13.5451774597,0,
6565,"World\Generic\PassiveDoodads\AhnQiraj\Herbs_level06.mdx",0,0,0,0,0,0,0,0,0,0,-2.21748399734,0.354566991329,-0.0413280017674,18.5312957764,10.3502826691,5.31428813934,0,
6566,"World\Generic\PassiveDoodads\AhnQiraj\Food_Level03.mdx",0,0,0,0,0,0,0,0,0,0,-16.66447258,-6.61202478409,-0.0439490005374,5.72543907166,3.81968092918,6.10632896423,0,
6567,"World\Generic\PassiveDoodads\AhnQiraj\Food_Level04.mdx",0,0,0,0,0,0,0,0,0,0,-16.9924926758,-7.29561901093,-0.0392719991505,5.99979782104,5.21881008148,9.9815788269,0,
6568,"World\Generic\PassiveDoodads\AhnQiraj\Food_Level05.mdx",0,0,0,0,0,0,0,0,0,0,-14.2556324005,-5.55568313599,-0.0160659998655,5.322660923,5.44370317459,9.21201133728,0,
6569,"World\Generic\PassiveDoodads\AhnQiraj\Food_Level06.mdx",0,0,0,0,0,0,0,0,0,0,-15.8818340302,-4.87779903412,-0.040977999568,5.0457777977,5.31619882584,7.84187078476,0,
6570,"World\Kalimdor\Silithus\PassiveDoodads\Crystals\silithus_crystal_formation_03.mdx",0,0,0,0,0,0,0,0,0,0,-16.112903595,-21.342508316,-2.61302304268,20.8404903412,20.1709117889,41.4242095947,0,
6571,"World\Kalimdor\Silithus\PassiveDoodads\Crystals\FloatingRedCrystalBroken03.mdx",0,0,0,0,0,0,0,0,0,0,-0.788775026798,-0.262957006693,0.695043027401,0.672477006912,1.13268995285,5.85267114639,0,
6572,"World\Generic\PassiveDoodads\ParticleEmitters\AuraRedHuge.mdx",0,0,0,0,0,0,0,0,0,0,-9.78254413605,-9.79807758331,-0.0694010034204,9.83257484436,9.81705284119,119.381523132,0,
6573,"World\Kalimdor\Silithus\PassiveDoodads\Crystals\FloatingRedCrystalBroken01.mdx",0,0,0,0,0,0,0,0,0,0,-1.26658296585,-1.73367297649,-0.785219013691,1.59901797771,1.09234595299,10.0654754639,0,
6574,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Furs01.mdx",0,0,0,0,0,0,0,0,0,0,-5.79791784286,-0.0686239972711,0.00728899985552,22.5416202545,35.4270515442,12.874871254,0,
6575,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Furs02.mdx",0,0,0,0,0,0,0,0,0,0,-6.02403116226,0.986091017723,0.208597004414,16.5516223907,29.6830177307,8.68317604065,0,
6576,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Furs03.mdx",0,0,0,0,0,0,0,0,0,0,-5.59623622894,0.975483000278,0.322353005409,17.1853237152,32.7504653931,11.2922849655,0,
6577,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Furs04.mdx",0,0,0,0,0,0,0,0,0,0,-5.28694295883,1.14717805386,0.241836994886,11.0638341904,24.2385826111,9.23600959778,0,
6578,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Furs05.mdx",0,0,0,0,0,0,0,0,0,0,-5.06962776184,1.13657104969,0.355592995882,15.8579082489,28.6557312012,10.4680204391,0,
6579,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Furs06.mdx",0,0,0,0,0,0,0,0,0,0,-5.29008722305,1.30826604366,0.275077998638,16.4566307068,29.5952396393,11.8926258087,0,
6580,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Herbs01.mdx",0,0,0,0,0,0,0,0,0,0,-3.28294801712,-16.5629520416,-2.05217909813,21.2853355408,0.579685986042,3.13353896141,0,
6581,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Herbs02.mdx",0,0,0,0,0,0,0,0,0,0,-5.52430295944,-19.3122768402,-3.10133910179,20.7797489166,0.708239972591,3.60072088242,0,
6582,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Herbs03.mdx",0,0,0,0,0,0,0,0,0,0,-5.06443023682,-13.463552475,-2.33912706375,20.16248703,0.822870016098,4.02333688736,0,
6583,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Herbs04.mdx",0,0,0,0,0,0,0,0,0,0,-5.15285682678,-19.7445392609,-2.2738070488,20.6229534149,0.677465975285,2.63262104988,0,
6584,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Herbs05.mdx",0,0,0,0,0,0,0,0,0,0,-5.2919178009,-12.3563642502,-0.677865982056,20.5025157928,0.792095005512,4.59784889221,0,
6585,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Herbs06.mdx",0,0,0,0,0,0,0,0,0,0,-5.4357252121,-17.58552742,-0.385843992233,20.622587204,0.937506020069,5.91059780121,0,
6586,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Cloth01.mdx",0,0,0,0,0,0,0,0,0,0,-1.60513305664,-5.33623218536,-0.497958004475,26.5092449188,7.13163805008,5.45884513855,0,
6587,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Cloth02.mdx",0,0,0,0,0,0,0,0,0,0,-1.72008395195,-3.31736207008,-0.909097015858,29.0288257599,11.8206882477,5.80067300797,0,
6588,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Cloth03.mdx",0,0,0,0,0,0,0,0,0,0,-1.732681036,-4.95415115356,-0.38061401248,26.3421459198,13.0303220749,6.56383323669,0,
6589,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Cloth04.mdx",0,0,0,0,0,0,0,0,0,0,-1.96380198002,-4.919713974,-0.519186973572,25.9897022247,10.7644872665,7.36786699295,0,
6590,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Cloth05.mdx",0,0,0,0,0,0,0,0,0,0,-1.9764059782,-4.79381990433,-0.406598001719,26.4712238312,11.8567819595,9.26693344116,0,
6591,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Cloth06.mdx",0,0,0,0,0,0,0,0,0,0,-2.20754098892,-4.75614309311,-0.545175015926,18.662317276,1.10237395763,12.5400056839,0,
6592,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Food01.mdx",0,0,0,0,0,0,0,0,0,0,-26.231180191,-2.66885995865,-2.15318989754,5.18910694122,10.7117509842,5.25494623184,0,
6593,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Food02.mdx",0,0,0,0,0,0,0,0,0,0,-20.8756999969,-3.26799201965,-0.483951985836,1.92104697227,8.44671630859,6.05993318558,0,
6594,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Food03.mdx",0,0,0,0,0,0,0,0,0,0,-25.9166088104,-4.12220478058,-1.0263710022,1.93568897247,8.57306003571,7.07427597046,0,
6595,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Food04.mdx",0,0,0,0,0,0,0,0,0,0,-23.3257980347,-2.15805602074,-0.139726996422,2.0668399334,9.08648395538,7.57413196564,0,
6596,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Food05.mdx",0,0,0,0,0,0,0,0,0,0,-25.5180912018,-4.47259378433,-0.0278949998319,2.08147501945,5.13447809219,8.57979393005,0,
6597,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Food06.mdx",0,0,0,0,0,0,0,0,0,0,-23.522403717,-5.49872112274,-0.121063999832,2.21262598038,1.63371801376,11.8882493973,0,
6598,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Metal01.mdx",0,0,0,0,0,0,0,0,0,0,-11.5324525833,-30.8838157654,-8.29946708679,24.5911388397,0.444844007492,6.78642988205,0,
6599,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Metal02.mdx",0,0,0,0,0,0,0,0,0,0,-7.83611106873,-32.9855003357,-8.20586109161,26.6860809326,0.496434986591,0.362282991409,0,
6600,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Metal03.mdx",0,0,0,0,0,0,0,0,0,0,-8.1534576416,-33.3022346497,-7.16443490982,24.8753147125,0.485698014498,4.02869415283,0,
6601,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Metal04.mdx",0,0,0,0,0,0,0,0,0,0,-8.00106430054,-31.0464382172,-6.98973703384,27.5034122467,0.525524973869,2.25827097893,0,
6602,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Metal05.mdx",0,0,0,0,0,0,0,0,0,0,-6.79735183716,-33.2829360962,-7.06856393814,24.6737003326,0.514787971973,3.01530408859,0,
6603,"World\Generic\PassiveDoodads\AhnQiraj\Horde_Metal06.mdx",0,0,0,0,0,0,0,0,0,0,-6.0832362175,-30.5052528381,-5.41010904312,25.0963973999,0.554616987705,4.36337518692,0,
6604,"World\Generic\PassiveDoodads\Christmas\mistletoe02.mdx",0,0,0,0,0,0,0,0,0,0,-0.474299013615,-0.460157990456,-2.04675006866,0.743366003036,0.493248999119,0.00190200004727,0,
6605,"World\Kalimdor\Orgrimmar\PassiveDoodads\MapTable\HordeMapTable.mdx",0,0,0,0,0,0,0,0,0,0,-3.37199091911,-3.11916708946,-0.187290996313,2.78579807281,3.30285596848,3.18932390213,0,
6606,"World\Generic\Human\Passive Doodads\Crates\GrainCrate01.mdx",0,0,0,0,0,0,0,0,0,0,-0.625424981117,-0.66194999218,0.000936000025831,0.617536008358,0.66194999218,0.793317019939,0,
6607,"World\Generic\Human\Passive Doodads\GunShop\GunShopFireworksBarrel.mdx",0,0,0,0,0,0,0,0,0,0,-0.381148010492,-0.328779011965,-0.000388999993447,0.330500990152,0.318320006132,1.26841104031,0,
6608,"World\Generic\NightElf\Passive Doodads\Tables\ElvenWoodenTable01.mdx",0,0,0,0,0,0,0,0,0,0,-1.30933594704,-1.17783796787,0.0145119996741,0.813862979412,0.935304999352,1.85986304283,0,
6609,"World\Generic\Human\Passive Doodads\GunShop\GunShopAmmoBoxBlue.mdx",0,0,0,0,0,0,0,0,0,0,-0.12822599709,-0.185638993979,-0.0123250000179,0.122863002121,0.183310002089,0.151520997286,0,
6610,"World\Generic\Human\Passive Doodads\GunShop\GunShopAmmoBoxBlueBlock.mdx",0,0,0,0,0,0,0,0,0,0,-0.25473600626,-0.185638993979,0.00442800018936,0.248242005706,0.183310002089,0.33217099309,0,
6611,"World\Generic\Human\Passive Doodads\GunShop\GunShopAmmoBoxRed.mdx",0,0,0,0,0,0,0,0,0,0,-0.12822599709,-0.182714000344,0.00261200009845,0.122863002121,0.186234995723,0.16645899415,0,
6612,"World\Generic\Dwarf\Passive Doodads\Tables\DwarvenTableSmall.mdx",0,0,0,0,0,0,0,0,0,0,-1.43332505226,-1.26148402691,-0.0158639997244,1.62123501301,1.22103095055,0.987192988396,0,
6613,"World\Generic\Orc\Passive Doodads\Tables\OrcTable01.mdx",0,0,0,0,0,0,0,0,0,0,-0.99066400528,-1.45132803917,-0.0896139964461,1.11856198311,0.932097017765,0.712544977665,0,
6615,"World\Scale\50x50.mdx",0,0,0,0,0,0,0,0,0,0,-0.694444000721,-0.694444000721,0.0,0.694444000721,0.694444000721,1.388890028,0,
6616,"World\Generic\BloodElf\Passive Doodads\BL_round_Crate_002.mdx",0,0,0,0,0,0,0,0,0,0,-0.456070005894,-0.416925996542,0.0,0.456070005894,0.416925996542,0.740688979626,0,
6617,"World\Generic\PassiveDoodads\ParticleEmitters\GreyGroundFog.mdx",0,0,0,0,0,0,0,0,0,0,-6.85364484787,-6.85364484787,-2.77777791023,6.85364484787,6.85364484787,-1.47968804836,0,
6618,"World\Generic\PassiveDoodads\ParticleEmitters\ShadowFangFog01.mdx",0,0,0,0,0,0,0,0,0,0,-42.639377594,-13.6310310364,0.0487129986286,0.152334004641,14.9805727005,0.856343984604,0,
6619,"World\Expansion01\Doodads\Generic\BloodElf\Books\BE_Book_Small01.mdx",0,0,0,0,0,0,0,0,0,0,-0.16654600203,-0.226393997669,0.00173599994741,0.197124004364,0.226393997669,0.042539998889,0,
6620,"World\Generic\PassiveDoodads\ParticleEmitters\FogBox.mdx",0,0,0,0,0,0,0,0,0,0,-5.67275094986,-5.63848686218,-0.512386977673,5.41843605042,5.68060207367,0.551151990891,0,
6621,"World\ENVIRONMENT\DOODAD\Carnival\DarkMoonFairePoster.mdx",0,0,0,0,0,0,0,0,0,0,-0.0739739984274,-1.63904702663,0.963259994984,0.476033985615,1.71138703823,4.99320602417,0,
6622,"World\Kalimdor\Mauradon\PassiveDoodads\SatyrBanners\MrdnSatyrBanner03.mdx",0,0,0,0,0,0,0,0,0,0,0.0,-4.32218503952,-0.0377269983292,0.498878985643,4.32218503952,9.10870361328,0,
6623,"World\Generic\PassiveDoodads\FloatingDebris\FloatingCoffin01.mdx",0,0,0,0,0,0,0,0,0,0,-1.37910997868,-0.457915991545,-0.699177026749,1.46554398537,0.702565014362,0.892794013023,0,
6625,"WORLD\AZEROTH\KARAZAHN\ACTIVEDOODADS\KARAZAHN_SILVERRMDOOR02.MDX",0,8945,0,8946,0,0,0,0,0,0,-1.08294200897,-0.0100050000474,-0.000269000011031,-0.0127729997039,7.03568506241,6.83099079132,0,
6626,"WORLD\AZEROTH\KARAZAHN\ACTIVEDOODADS\KARAZAHN_SECRETDOOR.MDX",0,9040,0,9041,0,0,0,0,0,0,-2.24368309975,-1.20056796074,-1.30411398411,2.06356811523,1.1964520216,14.3639593124,0,
6627,"WORLD\AZEROTH\KARAZAHN\ACTIVEDOODADS\KARAZAHN_BRIDGEDOORS.MDX",0,8945,0,8946,0,0,0,0,0,0,-0.408380001783,-2.84516692162,-1.32334303856,0.398645013571,2.85984396935,3.53740000725,0,
6628,"WORLD\AZEROTH\KARAZAHN\ACTIVEDOODADS\KARAZAHN_CHESSROOMDOORS.MDX",0,8945,0,8946,0,0,0,0,0,0,-2.31106495857,-5.64035701752,-3.52120709419,-0.685617029667,5.62708902359,6.1290678978,0,
6629,"WORLD\AZEROTH\KARAZAHN\ACTIVEDOODADS\KARAZAHN_DININGDOORS.MDX",0,8945,0,8946,0,0,0,0,0,0,-0.472972989082,-3.5301630497,-1.70470499992,0.486564010382,3.49449706078,3.26799297333,0,
6630,"WORLD\AZEROTH\KARAZAHN\ACTIVEDOODADS\KARAZAHN_DININGRUINDOOR.MDX",0,8945,0,8946,0,0,0,0,0,0,-0.674009025097,-2.59149694443,-3.15932011604,0.751509010792,2.64297604561,7.33761787415,0,
6631,"WORLD\AZEROTH\KARAZAHN\ACTIVEDOODADS\KARAZAHN_SECRETROOMDOOR.MDX",0,8945,0,8946,0,0,0,0,0,0,-1.45071494579,-4.55273199081,-1.35530400276,1.45071494579,4.84855079651,14.7907342911,0,
6632,"WORLD\AZEROTH\KARAZAHN\ACTIVEDOODADS\KARAZAHN_SILVERRMDOOR01.MDX",0,8945,0,8946,0,0,0,0,0,0,-1.20854997635,-0.192393004894,0.00118000002112,0.0309640001506,6.37205600739,17.0552349091,0,
6633,"WORLD\AZEROTH\KARAZAHN\ACTIVEDOODADS\KARAZAHN_STAGEDOOR.MDX",0,8945,0,8946,0,0,0,0,0,0,-0.602674007416,-1.73053205013,-1.98953402042,0.596704006195,2.00339603424,3.80115389824,0,
6634,"World\Generic\PassiveDoodads\ValentinesDay\ValentinesWreath01.mdx",0,0,0,0,0,0,0,0,0,0,-0.808116018772,-0.906063020229,-0.173455998302,0.672748982906,0.927331984043,2.06575489044,0,
6635,"World\Generic\PassiveDoodads\ValentinesDay\ValentinesStreamers.mdx",0,0,0,0,0,0,0,0,0,0,-0.0831639990211,-2.01212692261,-1.36395204067,0.303579002619,1.9066439867,0.898375988007,0,
6636,"World\Generic\PassiveDoodads\ValentinesDay\ValentinesStreamersx3.mdx",0,0,0,0,0,0,0,0,0,0,-0.145783007145,-5.74672412872,-1.36395204067,0.240960001945,5.69091892242,0.898375988007,0,
6637,"World\wmo\transports\BlackCitadel\BlackCitadel.wmo",0,0,0,0,0,0,0,0,0,0,-108.455749512,-126.75504303,1.43905305862,96.7101593018,120.925811768,203.754043579,0,
6638,"World\Generic\Goblin\PassiveDoodads\GoblinMachinery\GoblinHutBottles.mdx",0,0,0,0,0,0,0,0,0,0,-10.4874458313,-13.2101221085,3.14532804489,12.6588582993,14.3627967834,16.296087265,0,
6639,"World\Generic\Goblin\PassiveDoodads\GoblinMachinery\GoblinMachinery.mdx",0,0,0,0,0,0,0,0,0,0,-6.06941699982,-5.04312515259,-0.00419700006023,6.9225358963,5.43540811539,6.95864486694,0,
6640,"World\Generic\PassiveDoodads\ValentinesDay\ValentinesRibbon01.mdx",0,0,0,0,0,0,0,0,0,0,0.00722299981862,-1.1627099514,-0.420670002699,0.706399977207,1.15767705441,4.40398979187,0,
6641,"World\Generic\PassiveDoodads\ValentinesDay\ValentinesRibbon02.mdx",0,0,0,0,0,0,0,0,0,0,-0.0175260007381,-1.03422498703,-0.238974004984,0.611081004143,1.21649801731,4.47978878021,0,
6642,"World\Generic\PassiveDoodads\ValentinesDay\ValentinesPlant.mdx",0,0,0,0,0,0,0,0,0,0,-0.296712994576,-0.258363991976,0.00100100005511,0.324479013681,0.256197988987,0.871143996716,0,
6643,"World\Generic\PassiveDoodads\ValentinesDay\ValentinesWreathHanging.mdx",0,0,0,0,0,0,0,0,0,0,-0.896924972534,-3.43900704384,-4.04060602188,0.599973976612,3.44971299171,3.59790301323,0,
6644,"World\Generic\PassiveDoodads\ValentinesDay\ValentinesCandle.mdx",0,0,0,0,0,0,0,0,0,0,-0.0896420031786,-0.131842002273,-0.00281600002199,0.0898429974914,0.129019007087,0.516915023327,0,
6645,"World\Azeroth\Duskwood\PassiveDoodads\Tombs\TombStoneMonument01.mdx",0,0,0,0,0,0,0,0,0,0,-1.25999999046,-1.25999999046,-0.00254600006156,1.25999999046,1.81114602089,5.52963018417,0,
6646,"World\Generic\Human\Passive Doodads\Flowers\FlowersWreath01.mdx",0,0,0,0,0,0,0,0,0,0,-0.777257978916,-0.686080992222,5.60000007681e-005,0.78908598423,0.67642802,0.306111007929,0,
6647,"World\Generic\Human\Passive Doodads\Flowers\FlowersBunch01.mdx",0,0,0,0,0,0,0,0,0,0,-0.205153003335,-0.478116989136,-0.104730002582,0.24668200314,0.349949985743,0.373894006014,0,
6648,"World\Generic\Human\Passive Doodads\Flowers\FlowersBunch03.mdx",0,0,0,0,0,0,0,0,0,0,-0.236301004887,-0.600441992283,-0.095734000206,0.23649199307,0.250530004501,0.357780992985,0,
6649,"World\Generic\PassiveDoodads\ValentinesDay\ValentinesWreathFloating.mdx",0,0,0,0,0,0,0,0,0,0,-1.07869803905,-1.03333103657,-0.247808992863,1.01804196835,1.06530201435,1.48313605785,0,
6650,"World\SkillActivated\TradeskillNodes\Obsidian_Miningnode_01.mdx",0,0,0,0,0,0,0,0,0,0,-2.63322401047,-2.53155398369,-2.36944293976,1.65290403366,2.50110697746,3.16928505898,0,
6651,"World\Goober\G_CageBase.mdx",0,0,0,0,0,0,0,0,0,0,-1.50704801083,-1.52404105663,-0.00263300002553,1.53244102001,1.51544797421,0.3954859972,0,
6652,"World\Generic\PassiveDoodads\ValentinesDay\ValentinesWreathHanginghuge.mdx",0,0,0,0,0,0,0,0,0,0,-2.39586305618,-10.3371133804,0.294757992029,2.09891295433,10.3478193283,23.2311000824,0,
6653,"World\Generic\PassiveDoodads\ValentinesDay\ValentinesRibbon01huge.mdx",0,0,0,0,0,0,0,0,0,0,-0.692906975746,-3.48625802994,0.0349380001426,1.40653002262,3.48122501373,14.522064209,0,
6654,"World\Generic\PassiveDoodads\ValentinesDay\Valentines_Blanket.mdx",0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,
6655,"World\Generic\PassiveDoodads\ValentinesDay\ValentinesArc.mdx",0,0,0,0,0,0,0,0,0,0,-0.48870998621,-1.93108999729,-0.397109985352,0.450547993183,1.92676794529,3.81043696404,0,
6656,"World\Generic\PassiveDoodads\ValentinesDay\ValentinesCrate.mdx",0,0,0,0,0,0,0,0,0,0,-0.615703999996,-0.661953985691,0.0,0.615703999996,0.661953985691,1.24296998978,0,
6657,"World\Generic\PassiveDoodads\ValentinesDay\ValentinesWreath01huge.mdx",0,0,0,0,0,0,0,0,0,0,-2.17139601707,-2.74195694923,-0.370624005795,2.27523493767,2.76322603226,6.35311317444,0,
6658,"World\ENVIRONMENT\DOODAD\ANQUIRAJ\Lightshaft\Hive_lightshaft01.mdx",0,0,0,0,0,0,0,0,0,0,-11.197312355,-11.9041309357,-0.293063998222,11.741692543,11.6948261261,45.4163894653,0,
6659,"World\Goober\G_EssenceDistiller.mdx",8702,0,0,0,0,0,0,0,0,0,-14.1201162338,-14.1178588867,0.0,14.1150102615,14.1172685623,1.67858195305,0,
6660,"World\Goober\G_EpicBrazierYellow.mdx",0,0,0,0,0,0,0,0,0,0,-0.754310011864,-0.744415998459,-0.000299000006635,0.728082001209,0.734923005104,1.22736501694,0,
6661,"World\Goober\G_EpicBrazierBlue.mdx",0,0,0,0,0,0,0,0,0,0,-0.754310011864,-0.744415998459,-0.000299000006635,0.728082001209,0.734923005104,1.22736501694,0,
6662,"World\Azeroth\Elwynn\PassiveDoodads\Detail\ElwynnFlower01.mdx",0,0,0,0,0,0,0,0,0,0,-0.697980999947,-0.414959996939,-0.0171760004014,0.225942000747,0.373620986938,0.881195008755,0,
6663,"World\KhazModan\Blackrock\ActiveDoodads\ArenaFlag\ArenaFlag.mdx",0,0,0,0,0,0,0,0,0,0,-0.604856014252,-1.21245205402,0.0,0.528861999512,1.20564103127,5.92236280441,0,
6664,"World\ENVIRONMENT\DOODAD\ANQUIRAJ\Lightshaft\Hive_lightshaft02.mdx",0,0,0,0,0,0,0,0,0,0,-31.5822582245,-20.0414199829,-41.4827842712,35.3297233582,31.8212013245,55.0711860657,0,
6665,"World\Kalimdor\Darkshore\ActiveDoodads\IllidanCrystal\IllidanCrystal01.mdx",0,0,0,0,0,0,0,0,0,0,-0.276280999184,-1.07199299335,-0.259685993195,0.531988978386,0.979040980339,1.79127001762,0,
6666,"World\ENVIRONMENT\DOODAD\GENERALDOODADS\NightElfLanternBlue\NE_LanternBlue01.mdx",0,0,0,0,0,0,0,0,0,0,-0.453480005264,-0.775785982609,-2.00959205627,0.460206985474,0.798830986023,0.141644999385,0,
